MSE,MAE,R2
9.406251387038688,2.5133676625706936,-8.989004966375447e-05
8.926483770612771,2.44650016712359,0.05091988238975231
8.380137272928796,2.35292124341793,0.10900844353013295
6.2052671055921325,1.891740978414868,0.34024462647131404
2.504017068373504,1.2068206820682068,0.7382390523954654
3.3602193552688604,1.3573690702403574,0.6487347415864035
3.967955128846218,1.5334283428342834,0.58520422736027
